"country_name","name","year","Life Ladder","Log GDP per capita","Social support","Healthy life expectancy at birth","Freedom to make life choices","Generosity","Perceptions of corruption","Positive affect","Negative affect","Confidence in national government","Access to clean fuels and technologies for cooking (% of population)","Access to clean fuels and technologies for cooking, urban (% of urban population)","Access to electricity, rural (% of rural population)","Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to electricity (% of population)","Access to electricity, urban (% of urban population)","Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Adequacy of social insurance programs (% of total welfare of beneficiary households)","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","Adequacy of social safety net programs (% of total welfare of beneficiary households)","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","Adjusted net enrollment rate, primary (% of primary school age children)","Adjusted net national income (annual % growth)","Adjusted net national income (constant 2015 US$)","Adjusted net national income (current US$)","Adjusted net national income per capita (annual % growth)","Adjusted net national income per capita (constant 2015 US$)","Adjusted net national income per capita (current US$)","Adjusted net savings, excluding particulate emission damage (% of GNI)","Adjusted net savings, excluding particulate emission damage (current US$)","Adjusted net savings, including particulate emission damage (% of GNI)","Adjusted net savings, including particulate emission damage (current US$)","Agricultural irrigated land (% of total agricultural land)","Agricultural land (% of land area)","Agricultural land (sq. km)","Average working hours of children, study and work, ages 7-14 (hours per week)","Average working hours of children, working only, ages 7-14 (hours per week)","Children in employment, total (% of children ages 7-14)","Children out of school (% of primary school age)","Children out of school, female (% of female primary school age)","Children out of school, male (% of male primary school age)","Coverage of social insurance programs (% of population)","GDP (constant 2015 US$)","GDP (current US$)","GDP per capita (constant 2015 US$)","GDP growth (annual %)","GDP per capita (current US$)","Gini index","Gross savings (% of GNI)","Income share held by highest 10%","Income share held by lowest 10%","Inflation, consumer prices (annual %)","Labor force participation rate for ages 15-24, total (%) (national estimate)","Labor force, total","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)","Population, total","Unemployment, total (% of total labor force) (national estimate)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","Women who believe a husband is justified in beating his wife (any of five reasons) (%)","Women who believe a husband is justified in beating his wife when she argues with him (%)","Women who believe a husband is justified in beating his wife when she burns the food (%)","Women who believe a husband is justified in beating his wife when she neglects the children (%)","Women who believe a husband is justified in beating his wife when she goes out without telling him (%)","Women who believe a husband is justified in beating his wife when she refuses sex with him (%)","Urban population (% of total population)","Total greenhouse gas emissions (% change from 1990)","Mortality rate, infant (per 1,000 live births)","Suicide mortality rate (per 100,000 population)","Tax revenue (% of GDP)","Forest area (% of land area)","Arable land (% of land area)","Population living in slums (% of urban population)","Military expenditure (% of GDP)","High-technology exports (% of manufactured exports)","Central government debt, total (% of GDP)","Expense (% of GDP)","Strength of legal rights index (0=weak to 12=strong)","Individuals using the Internet (% of population)"
"Afghanistan","Southern Asia",2018,2.69430327415466,7.61766338348389,0.507515847682953,53.5750007629395,0.373535543680191,-0.0881245955824852,0.92760568857193,0.384561479091644,0.404904395341873,0.364666402339935,"30.9","81.6","95.5861740112305","13.85","96.6161346435547","99.6260223388672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16815188084.6708",NA,NA,"458.344565843406",NA,NA,NA,NA,"5.1223362273086","58.2769881790166","380100",NA,NA,NA,NA,NA,NA,NA,"21241130983.2911","18418848299.5825","578.985909020837","1.18922812838034","502.056770622973",NA,NA,NA,NA,"0.626149149168811",NA,"9610077",NA,NA,36686784,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.495",NA,"47.9","4.1",NA,"1.85278199408184","11.9497723195805","73.3","1.00674629248273",NA,NA,NA,"10","16.8"
"Afghanistan","Southern Asia",2019,2.37509179115295,7.63290309906006,0.419972866773605,53.9000015258789,0.39365616440773,-0.103466518223286,0.923849105834961,0.324107825756073,0.502473711967468,0.341482222080231,"31.9","82.3","97.0756301879883","15.1","97.6999969482422","99.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17645416937.3793",NA,NA,"467.186947260786",NA,NA,NA,NA,"6.00631412786109","58.2769881790166","380100",NA,NA,NA,NA,NA,NA,NA,"22071999789.1576","18904490262.913","584.386882896106","3.911603419423","500.522664145294",NA,NA,NA,NA,"2.30237251516844",NA,"9981792",NA,NA,37769499,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.754",NA,"46.4","4.1",NA,"1.85278199408184","11.9405731107125",NA,"1.11823060279695",NA,NA,NA,"10","17.6"
"Albania","Southern Europe",2007,4.63425159454346,9.1215238571167,0.821371614933014,66.7600021362305,0.528604745864868,-0.0085214301943779,0.874699532985687,0.488818615674973,0.246335029602051,0.300680577754974,"58.1","81.7","100","35.9","100","100",NA,NA,NA,NA,NA,NA,NA,NA,"3.66703261691323","8135621970.30608","9588090222.52003","4.4534315650873","2739.25097745436","3228.29472778103","12.7118124972061","1395159077.77053","12.4583295285271","1367338571.06541","17.426273458445","40.8394160583942","11190",NA,NA,NA,NA,NA,NA,NA,"9043392345.97121","10677324144.4289","3044.89581910515","5.98325951855567","3595.03805682893",NA,"23.3039506615691",NA,NA,"2.93268248162319","30.1499996185303","1231498",NA,NA,2970017,"15.9700002670288",NA,NA,NA,NA,NA,NA,NA,NA,"48.902","-11.0984079414599","15.3","8.1",NA,"28.4028832116788","21.0948905109489",NA,"1.8207653435572",NA,NA,NA,NA,"15.03611541"
"Albania","Southern Europe",2012,5.51012420654297,9.32616329193115,0.784501791000366,68.1600036621094,0.601512134075165,-0.168579250574112,0.847675204277039,0.553473174571991,0.271393239498138,0.364893704652786,"71.3","88.5","100","51.4","99.9000015258789","99.9000015258789",NA,NA,NA,"33.2320544648102","27.9899243700694","6.01724799452891","12.2268813598194","89.53195","-0.867714054943278","9101090343.67908","10160810980.2367","-0.703860788163752","3137.87312295061","3503.24351020314","4.85344597514356","593482551.197497","4.57351189555323","559252028.683547","17.0398734704071","43.8430656934307","12013",NA,NA,NA,"7.7792501449585","6.38463020324707","9.00772953033447","36.2550631549433","10836881664.049","12319830437.3467","3736.33910071368","1.4172427999078","4247.63004748194","29","19.7723793874733","22.9","3.7","2.03159268395298","36.2099990844727","1328695","97.2469711303711","99.2313995361328",2900401,"13.3800001144409",NA,NA,NA,NA,NA,NA,NA,NA,"54.33","-19.923895714756","10","5.2","17.4832335567459","28.6466058394161","22.5948905109489","12.9","1.48708257655216","0.922637018907313","63.6691526405469","23.007590723666",NA,"49.4"
"Albania","Southern Europe",2013,4.5506477355957,9.337965965271,0.759476721286774,68.4400024414062,0.631830275058746,-0.126937955617905,0.862904965877533,0.540750980377197,0.338378578424454,0.338094711303711,"73.15","89.3","100","53.8","100","100",NA,NA,NA,NA,NA,NA,NA,"95.41897","2.67213057987664","9344283361.85473","10886637101.5448","2.86041003394877","3227.62916061207","3760.37690738146","3.19301083000083","414980907.182733","2.94288425782204","382473108.944781","17.2879642887223","43.3321167883212","11873",NA,NA,NA,"4.58102989196777","2.83276009559631","6.10667991638184",NA,"10945469119.1889","12776220507.0162","3780.69820205676","1.00201754071108","4413.06200528903",NA,"17.4405418060697",NA,NA,"1.93762080205227","27.5699996948242","1227940",NA,NA,2895092,"15.8699998855591",NA,NA,NA,NA,NA,NA,NA,NA,"55.387",NA,"9.3","5.3","16.5032706123389","28.6985583941606","22.521897810219",NA,"1.40898210141146","0.890238022251303","70.5807697920008","24.1607729474324","7","51.8"
"Albania","Southern Europe",2014,4.81376314163208,9.35762500762939,0.625586926937103,68.7200012207031,0.734648406505585,-0.024412214756012,0.882704436779022,0.572945058345795,0.334542661905289,0.498786389827728,"74.6","89.9","100","55.7","99.9499969482422","100","37.99","40.4","23.89",NA,NA,NA,NA,"97.59204","0.647766203214758","9404812471.40545","11106690977.0159","0.856370263167207","3255.26961694887","3844.33754444835","0.81829052282283","109237036.256944","0.567939647111386","75816647.1355978","12.7566444404704","42.857299270073","11742.9",NA,NA,NA,"2.40795993804932",NA,NA,NA,"11139690870.3865","13228147516.1168","3855.75973394744","1.77444885260394","4578.63320812155","34.6","15.7846777054225","25.5","2.9","1.62586504402607","28.9599990844727","1256110",NA,NA,2889104,"18.0499992370605",NA,NA,NA,NA,NA,NA,NA,NA,"56.423",NA,"8.8","5","18.3019361358269","28.7505109489051","22.4671532846715","10.3","1.34651599128914","0.257234804303144","73.3202274771466","24.3826654387392","6","54.3"
"Albania","Southern Europe",2015,4.60665082931519,9.38248157501221,0.639356136322021,69,0.70385068655014,-0.0806085839867592,0.884793043136597,0.579071700572968,0.35042667388916,0.506978392601013,"76.2","90.7","100","57.6","99.9800033569336","100",NA,NA,NA,NA,NA,NA,NA,"97.79873","0.0751830656277548","9411883297.73799","9411883297.73799","0.367032524920958","3267.21751521694","3267.21751521694","-0.0564082211180065","-6499247.144963","-0.302957097781482","-34906136.2648437","13.4548241505578","42.8576642335766","11743",NA,NA,NA,"2.20127010345459",NA,NA,NA,"11386850129.8411","11386850129.8411","3952.80253807527","2.21872637517804","3952.80253807527","32.8","16.6664487538583","24.8","3.2","3.50120835492656","31.2999992370605","1308343",NA,NA,2880703,"17.1900005340576",NA,NA,NA,NA,NA,NA,NA,NA,"57.434",NA,"8.5","4.8","18.5157898553099","28.8024635036496","22.4489051094891",NA,"1.16230386432234","1.63419036731371","79.8644181475793","24.4461757489854","6","56.9"
"Albania","Southern Europe",2016,4.51110076904297,9.41669273376465,0.638411462306976,69.0250015258789,0.729818940162659,-0.0167841985821724,0.901070773601532,0.567079722881317,0.321705996990204,0.400909811258316,"77.8","91.1","100","59.05","99.8899993896484","100",NA,NA,NA,NA,NA,NA,NA,"97.65542","3.13664835834584","9707100980.68591","9903307979.40081","3.30167554471555","3375.09043690952","3443.31022429352","1.04220418300389","125625551.46733","0.79326946526189","95619376.3764112","14.3014301430143","43.1277372262774","11817",NA,NA,NA,"2.34457993507385",NA,NA,NA,"11764322012.1433","11861199830.8396","4090.371656678","3.31498068384137","4124.05538986272","33.7","16.776610821458","25","3","-0.367317209784628","31.6499996185303","1354998",NA,NA,2876101,"15.4200000762939",NA,NA,NA,NA,NA,NA,NA,NA,"58.421",NA,"8.4","4.7","17.590229809729","28.8021897810219","22.6386861313869","7.8","1.10358100880452","0.784313365143227","80.7355819675527","23.9567294338323","6","59.6"
"Albania","Southern Europe",2017,4.63954830169678,9.45493030548096,0.637698292732239,69.0500030517578,0.749611020088196,-0.0286293756216764,0.876134634017944,0.547240436077118,0.333884119987488,0.457737535238266,"78.7","91.6","100","60.5","99.8899993896484","100","40.02","42.51","22.75",NA,NA,NA,NA,"97.77841","2.15474341211213","9916264099.57432","10668378677.8817","2.24874069189798","3450.98746895266","3712.73301736609","-0.0716920977642673","-9356880.29452543","-0.320973203232129","-41891755.6334963","14.5621022566149","42.8569708029197","11742.81",NA,NA,NA,"2.22159004211426",NA,NA,NA,"12211628287.161","13019689336.6919","4249.80373367726","3.80222740040676","4531.0193737689","33.1","16.4891012304818","24.6","3.1","2.0605984592022","31.6100006103516","1377319",NA,NA,2873457,"13.6199998855591",NA,NA,NA,NA,NA,NA,NA,NA,"59.383",NA,"8.4","4.7","18.8874919791442","28.7920620437956","22.3357664233577",NA,"1.10869638590383","0.0884563671350961","75.8887515969161","23.8675950975239","8","62.4"
"Albania","Southern Europe",2018,5.00440263748169,9.49680423736572,0.683591663837433,69.0749969482422,0.824212312698364,0.00906998198479414,0.899129390716553,0.592044651508331,0.318996727466583,0.435337960720062,"79.8","92.2","100","62.5","100","100",NA,NA,NA,NA,NA,NA,NA,"97.44221","3.70800882119893","10283960047.1199","12379624246.5057","3.96420563922382","3587.79170880579","4318.91149189977","0.250487118658544","37918722.8666676","0.00228740148204917","346266.679688476","14.9904478481468","42.8496715328467","11740.81",NA,NA,NA,"2.55779004096985",NA,NA,NA,"12702457551.4349","15156432309.8977","4431.53918098494","4.01935968514439","5287.66369446913","30.1","16.5673890905007","22.7","3.2","2.02805963071136","35.689998626709","1409389","98.1411514282227","99.3300018310547",2866376,"12.3000001907349","69","83.7","6.8","1.8","0.8","5.2","3.7","0.9","60.319",NA,"8.5","4.5","18.5459516560754","28.7919708029197","22.311897810219","5.3","1.16054478505068","0.0447019828200661","64.5703263524605","23.2667946046113","8","65.4"
"Albania","Southern Europe",2019,4.9953179359436,9.5219783782959,0.686364889144897,69.0999984741211,0.777351438999176,-0.09905756264925,0.914284288883209,0.548189282417297,0.273827373981476,0.336627870798111,"80.7","92.3","100","63.25","100","100",NA,NA,NA,NA,NA,NA,NA,NA,"0.522032315396913","10337645641.8684","12379000501.4942","0.951177023569244","3621.91795919348","4337.13108250086","-2.08036490892979","-316187615.792201","-2.3226739539607","-353015346.785137","15.2470187393526","42.8467153284672","11740",NA,NA,NA,"2.10688996315002",NA,NA,NA,"12967692915.4374","15401830754.0773","4543.38652018643","2.08806337615015","5396.21586434732","30.8","14.5875302509286","23.8","3.4","1.41109078954248","36.5900001525879","1433004",NA,NA,2854191,"11.4700002670288",NA,NA,NA,NA,NA,NA,NA,NA,"61.229",NA,"8.6","4.3","18.1443771903866","28.7919708029197","22.2627737226277",NA,"1.29967633671403","0.128427412960995","75.6984882494976","23.1506546473696","8","68.55039112"
"Albania","Southern Europe",2020,5.36490964889526,9.48740005493164,0.710115015506744,69.125,0.753671050071716,0.00633121421560645,0.891358971595764,0.563486158847809,0.265066117048264,0.373402833938599,"81.3","92.9","100","64.6","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11942964386.2708",NA,NA,"4208.45661142323","-5.42418085536297","-793959030.351894","-5.67167898960356","-830186321.424107","15.6148787487506","42.538503649635","11655.55",NA,NA,NA,"3.84192991256714","1.93244004249573","5.54031991958618",NA,"12516205780.1976","15131866270.5936","4410.45516523171","-3.48163037314293","5332.16047456847",NA,"13.7301045413876",NA,NA,"1.62088661717004",NA,"1369908",NA,NA,2837849,"11.6899995803833",NA,NA,NA,NA,NA,NA,NA,NA,"62.112",NA,"8.8",NA,"17.017906947217","28.7919708029197","21.8832116788321","2.8","1.25826801032012","0.285854495639881","84.0586190786412","24.7830164287626",NA,"72.23767711"
"Albania","Southern Europe",2021,5.2554817199707,9.56228733062744,0.701882779598236,69.1500015258789,0.827452719211578,0.044741827994585,0.896126627922058,0.553830087184906,0.253654479980469,0.472924023866653,NA,NA,NA,NA,NA,NA,"44.17","44.4","27.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.80490016937256","6.40075016021729","9.06968021392822",NA,"13582023423.9986","18255787479.1846","4830.59631691622","8.51550112324915","6492.87201224634",NA,"19.559687822402",NA,NA,"2.04147163139546",NA,"1377655","98.4499969482422","99.4199981689453",2811666,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.969",NA,NA,NA,NA,NA,NA,NA,"1.4156359265316",NA,NA,NA,NA,"79.32371752"
"Angola","Middle Africa",2011,5.5890007019043,8.94578170776367,0.723094344139099,51.2200012207031,0.58370178937912,0.0544256567955017,0.911320328712463,0.666832566261292,0.361063152551651,0.23238717019558,"44.8","77.4",NA,"7.4","34.5999984741211","82.5","39.2","44.65",NA,NA,NA,NA,NA,"81.59927","18.7189990934758","51161557459.5862","57714477308.946","14.3394190263114","2108.96258562757","2379.08459666745","0.81748170477737","833831338.872917","-0.203527290504579","-207597836.314671",NA,"42.5660239031042","530670.62",NA,NA,NA,"18.4007301330566","28.518590927124","8.15802955627441",NA,"72365719224.7854","109436566876.419","2983.03261091412","3.47000000135648","4511.15322719034",NA,"41.4587533952508",NA,NA,"13.4824679218512","57.6300010681152","10176620",NA,NA,24259111,"7.3600001335144",NA,NA,NA,NA,NA,NA,NA,NA,"60.528","-19.5405753023669","71.5","6.6","16.1034124367128","57.4339760968958","3.76995267506216",NA,"3.25566035129376",NA,NA,"26.671321487158",NA,"4.7"
